Group,Customer_Segment,Sales_Before,Sales_After,Customer_Satisfaction_Before,Customer_Satisfaction_After,Purchase_Made
Treatment,Medium Value,84.50600720005494,140.32613385465748,70.90015225,63.54183330379527,No
Control,Medium Value,170.19764172053937,206.63141592973344,64.13434795287519,61.50294830370517,No
Treatment,Medium Value,208.7271495632073,332.6931344375419,66.82582492370841,63.81348653531955,No
Treatment,High Value,323.49334319723016,529.1129652056486,63.96188407507029,76.13572799577986,Yes
Control,Medium Value,282.61495423567544,342.8990731537933,71.86026207411958,78.44251104273805,Yes
Treatment,Medium Value,201.52696496421945,317.68928556496684,80.60097866136877,85.10869426,Yes
Treatment,High Value,233.68716310464976,360.3019806965561,93.87998508229964,100.0,Yes
Treatment,Medium Value,155.2013952676689,230.8423263332313,61.395818563350126,74.24585960749782,No
Control,High Value,246.2497927936199,294.9061903491589,60.47019704500547,90.03286518338886,Yes
Control,Low Value,169.2856798673295,205.39942610701303,42.48336587868994,43.75720488881284,Yes
Treatment,Low Value,165.96114477089557,262.2660486011074,60.99399583853888,67.07472315824323,No
Control,High Value,203.24354499742023,245.65588446648164,89.39517283548547,100.0,No
Control,High Value,195.5083832135453,228.60954491048693,100.0,100.0,Yes
Control,High Value,230.45636058226185,274.6280855156797,88.75733877237714,100.0,Yes
Control,High Value,191.34458700661,224.2906209595942,97.59947556,100.0,Yes
Control,Medium Value,188.3611709,230.28491270182383,56.34291671924996,61.83446310015698,Yes
Control,Medium Value,155.6193579222415,192.6505176729128,78.71000867825174,92.0884197598252,Yes
Treatment,High Value,187.33894192597583,295.60140403608926,95.58091012744592,97.05554619472888,Yes
Control,Medium Value,233.57755479568607,284.8155491156405,79.47327451265926,92.4772616,Yes
Treatment,Low Value,144.68573944179556,225.8774458101549,53.44687753886586,58.87998543160457,Yes
Treatment,High Value,189.04236687615685,293.9270191721991,96.51434432290992,73.92144865,No
Control,Low Value,151.0494461658421,190.7936612576773,54.86813476336263,67.44858258739451,Yes
Treatment,Medium Value,199.93760772330288,311.33248958342364,58.74982569414244,56.94130146413355,Yes
Control,Low Value,217.80002135816167,266.3805097059197,58.949093119613,65.13434602946747,Yes
Treatment,Low Value,159.13121443388914,237.6014428566405,55.08398589732237,48.35405283329448,No
Treatment,High Value,215.43847438121085,343.8128714526574,78.18585626330942,100.0,No
Treatment,Medium Value,221.84478736745976,346.6919776590699,61.74170731746386,77.70557887805076,No
Control,Low Value,188.3911305029829,224.85536429557249,63.89097381969536,76.0,Yes
Control,Low Value,198.3917919092002,241.7170220685788,46.400542257176085,58.01952618650676,Yes
Control,Low Value,134.68777561287897,160.2081625,60.33736742160493,75.93419935646747,No
Control,Medium Value,117.33391805997216,140.51752601986573,50.88876640522796,73.63853899513732,Yes
Control,Medium Value,170.40854066577796,204.4078858125328,61.582325977541984,64.23795332940982,No
Control,Low Value,172.44745664704573,217.8088948,44.72733971989404,56.11918776788627,No
Treatment,High Value,225.99252718688504,345.5473413105049,90.58568431317735,98.13931765196388,No
Control,High Value,228.14276695253417,273.7454528243885,91.10488925698029,97.39490954387578,Yes
Control,Low Value,103.33795443294817,131.72646351968973,56.85916440128674,64.02127754898075,Yes
Control,Medium Value,198.839883263398,236.24138838324143,44.14764822968748,48.083731568554015,Yes
Control,High Value,163.405393,205.376098075116,79.21986054195249,100.0,No
Control,Medium Value,247.3247447750504,306.8672375574112,78.15629364110148,77.77660519467072,No
Control,Medium Value,268.4336607194265,319.3661795241815,79.74544594627608,72.82250411977552,Yes
Treatment,High Value,268.2559564621469,427.6518073105346,82.64757834029056,91.91671867786071,No
Treatment,Low Value,164.84390662924534,253.61410265349963,62.75230174821422,52.58007570610686,No
Treatment,Medium Value,201.0213575789149,328.4060906102131,56.23978423296591,43.651072712280175,No
Control,High Value,127.2636008439042,150.89982739379235,80.33217945125539,77.9574471,No
Treatment,Medium Value,157.33424409907067,249.97843175612363,55.59213094397453,48.00373712034905,No
Control,Low Value,222.24842810502457,269.6987393387777,61.18994569744597,67.64148219804768,Yes
Treatment,Low Value,175.01404486366232,262.9796101992934,43.26994522044155,50.46001176477203,Yes
Control,Medium Value,203.84622026439388,243.7668889196661,56.74526855451767,64.88792480699018,No
Treatment,High Value,331.8409202672135,524.4350406129365,89.55703403617692,100.0,No
Treatment,Low Value,187.9055872503351,295.5769080227606,56.201834350241135,71.21781248161226,Yes
Treatment,Low Value,208.7403264530818,330.32598359616856,55.12465224,73.47053922334675,No
Treatment,Low Value,143.39081277012568,221.1972969076415,34.50882858,48.36281704229786,Yes
Control,Low Value,194.56258686371487,218.4168804509326,55.09769108,38.65232167342939,Yes
Control,Low Value,144.69463446374118,179.8018520774142,50.17696297492562,67.85588471884384,Yes
Treatment,Medium Value,233.6505601258457,364.8426767788183,71.16431186376941,69.14916292,Yes
Treatment,Low Value,228.58175226782387,359.0790197479833,58.70726076804947,54.42431843,No
Control,Medium Value,145.2677695321553,178.9618493293462,64.62062815227985,75.94311312734403,No
Control,Low Value,161.47150033117128,186.9890517616759,56.62315232990725,44.15411699507333,Yes
Control,Medium Value,213.2702419876528,258.6977513468165,72.43500871261767,84.12557095555142,No
Treatment,High Value,172.87221421232806,269.19331634880234,81.10994594598645,69.98476478441113,No
Control,Low Value,203.84622026439388,243.7668889196661,56.52241413841068,51.28019482957379,No
Control,High Value,197.20444464415976,249.5598770403635,91.90181614118524,90.22176998670732,Yes
Treatment,High Value,281.5978753099441,431.4157675240665,92.45526949759144,95.76360286648324,No
Control,Medium Value,177.36732172071353,210.00984894100893,86.50736623112425,99.27669578916856,No
Treatment,High Value,208.5101674666767,325.20340540304653,77.96303068249387,84.14694102555987,Yes
Treatment,Low Value,98.87036103539732,153.31236433458045,49.48945481816649,57.14766038343846,No
Treatment,High Value,129.2326778805528,200.41500424570825,84.44187359048564,100.0,No
Control,High Value,256.01709213765935,307.8796837567364,99.7710685669152,86.83705158042667,Yes
Treatment,Low Value,183.7709378578101,296.1975693822401,59.13302418945477,61.63900742449039,No
Control,High Value,236.6231072228241,297.4638778595441,97.0089268128932,99.27496307,Yes
Control,Low Value,153.9141143195709,186.51016378638445,52.57732406845881,69.52258902,No
Control,Medium Value,188.5864018195041,233.1520936171453,45.84768750064618,64.23206096,No
Control,Low Value,268.41302260654174,332.21058590304284,53.59263672167103,54.26500913252323,Yes
Treatment,Medium Value,177.84150135340735,273.96596942283946,62.30945112662172,51.12567667733902,Yes
Treatment,Low Value,152.96569906647554,241.56949877631035,45.28869730451412,44.3340788,Yes
Treatment,Low Value,179.25389063773585,281.51892611004547,36.16302321,43.59241102051552,Yes
Treatment,High Value,282.5114807288692,435.9347545720972,96.42095861300994,100.0,No
Treatment,Medium Value,232.6012217139616,362.3919286026148,71.63458543054362,71.90102727454058,No
Treatment,Medium Value,119.6904882,176.5257660849169,74.24124969779052,85.28884264797021,No
Treatment,High Value,194.19608320507257,300.70178199998867,86.39570715,93.84122167473238,Yes
Control,Low Value,159.0014593267231,200.93468835360463,40.07385236,43.48475098500317,Yes
Treatment,High Value,150.2538219636743,237.17401903091692,91.49339984,77.10921638,No
Treatment,Medium Value,93.98873366893586,144.64277541701253,83.06504916670465,90.76064220149472,No
Control,High Value,149.70962731332762,193.4133999622382,83.42338793,100.0,Yes
Control,Low Value,177.1827288662112,211.3809237729638,52.27212662016082,52.546338619291184,Yes
Control,Medium Value,151.65427933777107,188.9444793584784,74.78606013092622,56.22362305397252,No
Control,Low Value,236.1265829784925,287.2783428457146,52.43370544403414,60.38331759787881,Yes
Control,Medium Value,193.17595278626288,224.24939928114955,69.86828268353028,92.5704748289956,Yes
Control,Low Value,202.25765477217803,234.6639442634117,59.50032322627432,62.80662417184476,No
Control,Low Value,171.50644836202005,208.48033734193737,52.38298411007216,39.13303266703167,No
Treatment,Low Value,155.7180210424592,255.61922040478305,53.96297211731119,49.62809454113582,Yes
Treatment,High Value,268.2850705546139,425.4252320721422,78.11106767173384,100.0,Yes
Control,High Value,231.60279470611937,276.187695,88.31063463,91.11509452097305,Yes
Control,Low Value,266.0145017158002,316.94476393909315,54.657127746286726,68.92313617377111,No
Control,Medium Value,217.0079730777438,265.9011607885431,70.16250900785502,67.23451012887564,No
Treatment,High Value,147.59744334267742,217.9076609315148,69.88027130812331,98.1301138267514,No
Treatment,Medium Value,149.88448598320133,243.5201484098314,67.40304687361068,77.49392844190695,No
Control,Medium Value,188.56976309796696,237.38450408115528,59.87385481519672,39.78358979260384,Yes
Control,Low Value,101.57350636976172,117.49996146757508,50.23586890070861,69.20632551664838,No
Control,Low Value,254.32997386037752,306.2768068987685,44.115111200014034,58.13595983899798,No
Treatment,Low Value,201.4967157165142,313.3299860173408,64.01893776487175,72.64528246446405,Yes
Treatment,Medium Value,153.48536630207929,235.25687990894025,64.9225893,71.14872375302299,No
Control,High Value,179.9724538336624,218.66461361664616,50.25521451068369,48.86609009,No
Treatment,Medium Value,220.47907973872628,346.3782645385467,65.07969521154119,95.60450464318862,No
Treatment,Low Value,204.10294945120324,312.24274025846194,44.14295498949256,49.57929753487234,Yes
Control,Low Value,171.2753490310744,206.4731651596512,50.653908334226514,44.54522478543633,Yes
Control,High Value,286.1063747963637,360.0868357946427,100.0,100.0,Yes
Treatment,Medium Value,154.76588922269391,243.93760842437624,79.37758224371518,80.06036607744511,No
Control,High Value,209.0125212514644,263.80131078254425,99.13130816456136,96.78136321,No
Treatment,High Value,218.94029276025205,341.8538476115323,64.47277238038062,68.56579410114463,Yes
Treatment,Medium Value,227.8133797,369.9909605920307,70.30764429515621,92.92968276487548,Yes
Control,Medium Value,82.02937268915906,101.18198155344402,85.97500830930038,92.55414859365908,Yes
Treatment,Low Value,168.29541710027638,264.26971587677883,67.35845871665283,62.330758420678364,Yes
Treatment,High Value,199.6543849177212,321.92895013078345,79.01596044142626,77.66872116326863,Yes
Treatment,Medium Value,160.1418905594719,252.81195324512728,51.01814532438684,66.1606054,No
Treatment,Medium Value,180.60166163152329,277.8294709038266,71.05334626274467,69.23954888584933,Yes
Treatment,High Value,257.0962902434157,401.82166595329386,86.57924693218874,82.92118834186202,Yes
Control,Medium Value,203.5259689290808,243.3023457519776,64.78499358625403,69.22303359388013,No
Control,Medium Value,205.83516296422732,246.48292665488503,66.67430669049912,75.07283381648654,Yes
Control,High Value,79.28906117,115.29172294683092,81.44480645,93.39251230158747,No
Treatment,High Value,105.2275512320417,153.32675464584875,96.60980743823984,91.20575745603306,No
Control,Medium Value,106.75354800124988,133.51323462782278,73.57943987782946,62.72795704242521,Yes
Treatment,Low Value,171.0810989329926,280.35898404245006,51.57743539990395,59.53458027810839,Yes
Control,Low Value,177.79727483433632,214.6181672081764,63.87368806343029,71.46045176121986,Yes
Treatment,High Value,231.761135519912,374.25892727323344,93.75436088272714,91.00499481305896,No
Control,Medium Value,175.51049288978058,216.6925415600448,73.51945505205181,86.13050377,Yes
Treatment,Low Value,172.5748194,270.9238494429465,55.23633424267768,60.23482436318557,No
Treatment,Medium Value,187.21125405730143,300.7027830348771,78.17663491979964,86.74623132757847,No
Treatment,Low Value,103.89839392324868,161.05375269108424,57.31334537213931,40.80333428513552,No
Treatment,Medium Value,200.21364485798497,305.6374163359653,72.94382700566163,93.9596306437234,Yes
Control,Medium Value,95.21141334017108,119.27150440949852,74.42048145227034,78.85443787755395,No
Control,Low Value,198.88962423990228,242.75810385346955,44.55083758534294,53.25404257849296,No
Treatment,Low Value,174.1915539907385,269.3838350999862,30.89639765017168,34.328343185788675,No
Treatment,Low Value,135.90943000571076,211.7110942581673,38.29912708048649,41.60355462061461,Yes
Treatment,Medium Value,166.2132252412922,262.68687048849523,59.32697409872489,61.53148732205942,Yes
Treatment,Medium Value,155.34157111567183,232.6635902358233,85.81982329870621,94.80781688547638,No
Treatment,Low Value,95.66169180755344,147.0054675151035,57.37001318704412,60.49627008175752,No
Control,High Value,222.2105015579673,270.42645787723416,100.0,100.0,No
Control,Low Value,101.51201076277952,115.43890931285728,52.13355041390034,64.37988235504824,No
Treatment,Low Value,134.14903326758682,214.17151966018287,62.57639176241563,69.49335778,Yes
Control,High Value,283.6165996717182,350.5707721874719,70.11688012315821,100.0,No
Control,Low Value,266.65596109942464,323.8595124172016,50.00523677792268,50.85498791339501,Yes
Treatment,Medium Value,119.36721390150883,193.5924093734332,79.37203265099849,75.45541295141467,Yes
Control,Medium Value,257.34182071475675,311.69737190947893,86.46908980077869,81.30200804,No
Control,Low Value,198.9725029703661,242.5832626694108,46.968944586248206,54.69165945263639,No
Treatment,Low Value,137.7487261922588,222.76870880280927,43.20961676124568,49.09742716299229,No
Control,Low Value,53.94198374045657,73.40193552687082,64.32831379,74.02945737959227,No
Treatment,Low Value,99.91053172036456,151.24540932387438,49.565412366506735,42.48715009098987,No
Treatment,Low Value,116.5534734072192,189.9441313766356,57.08505602898687,60.84004275851765,Yes
Treatment,Low Value,205.97640940155537,310.75914412445434,54.18644015956976,62.621465777083216,No
Control,Low Value,129.31167376247095,153.62938424863944,51.83372026327873,48.56820726,No
Control,Medium Value,162.65845881632606,201.49558921065176,85.52426391031305,74.52223189140511,No
Control,Low Value,149.269930964783,178.3688424,45.65518282260415,43.93533853663591,No
Control,Low Value,196.26815870490103,229.11393390305096,45.40204531931169,46.674679740704406,Yes
Treatment,High Value,357.0843961730251,561.0992968791583,81.28455949778002,100.0,No
Control,Medium Value,169.59299341722334,202.59227378804275,62.50143334492766,60.016249637019484,Yes
Treatment,High Value,209.79201991776813,324.75907533847226,100.0,100.0,No
Treatment,High Value,245.1005757130985,401.4797920837342,84.00472991147105,73.71099234967451,Yes
